,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2013,02/10/2018,0,15,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,Autumn,No Holiday,No
2014,05/01/2018,322,20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2015,11/03/2018,212,8,2.8,82,1.2,240,0.0,0.19,0.0,0.0,Spring,No Holiday,Yes
2016,15/03/2018,289,14,12.1,97,2.0,177,11.6,0.2,0.0,0.0,Spring,No Holiday,Yes
2017,05/01/2018,232,10,-3.3,50,1.3,1407,-12.2,0.4,0.0,0.0,Winter,No Holiday,Yes
2018,04/10/2018,0,7,13.2,75,0.8,1780,8.8,0.01,0.0,0.0,Autumn,No Holiday,No
2019,18/01/2018,305,9,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,Winter,No Holiday,Yes
2020,18/12/2017,148,21,2.8,73,2.4,831,-1.5,0.0,0.0,2.6,Winter,No Holiday,Yes
2021,26/09/2018,230,6,16.3,62,2.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2022,06/08/2018,219,3,28.6,81,1.1,1105,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2023,04/07/2018,971,0,25.9,79,0.3,2000,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2024,04/04/2018,1041,22,10.9,58,1.5,2000,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2025,21/03/2018,374,10,3.6,37,1.3,2000,-9.7,0.83,0.0,0.0,Spring,No Holiday,Yes
2026,09/05/2018,1242,12,18.7,39,1.9,1925,4.4,3.21,0.0,0.0,Spring,No Holiday,Yes
2027,26/01/2018,68,0,-15.1,34,1.7,2000,-27.4,0.0,0.0,0.5,Winter,No Holiday,Yes
2028,24/07/2018,834,16,34.9,51,2.0,1221,23.2,0.76,0.0,0.0,Summer,No Holiday,Yes
2029,10/03/2018,470,21,5.0,73,2.2,1173,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2030,03/12/2017,443,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2031,09/11/2018,0,15,15.1,52,3.4,622,5.3,1.3,0.0,0.0,Autumn,No Holiday,No
2032,22/03/2018,674,14,11.4,30,3.1,1672,-5.5,2.82,0.0,0.0,Spring,No Holiday,Yes
2033,31/07/2018,2092,18,36.2,45,2.0,2000,22.3,0.65,0.0,0.0,Summer,No Holiday,Yes
2034,13/09/2018,1303,23,22.4,73,0.3,1980,17.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2035,16/08/2018,808,0,28.4,68,0.9,2000,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2036,06/10/2018,0,0,16.4,94,1.8,1744,15.4,0.0,1.0,0.0,Autumn,No Holiday,No
2037,14/05/2018,1095,12,20.0,62,1.8,428,12.4,2.38,0.0,0.0,Spring,No Holiday,Yes
2038,20/06/2018,714,6,19.4,83,1.6,448,16.4,0.03,0.0,0.0,Summer,No Holiday,Yes
2039,23/05/2018,2035,8,14.6,70,3.1,2000,9.1,1.28,0.0,0.0,Spring,No Holiday,Yes
2040,03/05/2018,794,11,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,Spring,No Holiday,Yes
2041,13/06/2018,2664,17,25.6,57,3.3,919,16.4,0.87,0.0,0.0,Summer,No Holiday,Yes
2042,09/12/2017,267,0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2043,06/02/2018,94,6,-12.5,40,3.4,1991,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2044,27/10/2018,752,22,6.6,51,1.8,2000,-2.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2045,03/12/2017,227,1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2046,18/02/2018,86,2,-4.7,33,0.1,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2047,30/03/2018,965,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,Spring,No Holiday,Yes
2048,05/05/2018,1551,21,19.3,57,3.1,1924,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2049,12/11/2018,888,12,12.3,37,0.8,1690,-1.9,1.93,0.0,0.0,Autumn,No Holiday,Yes
2050,23/12/2017,99,7,5.1,82,0.7,334,2.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2051,13/08/2018,1657,8,28.0,78,1.1,865,23.7,0.74,0.0,0.0,Summer,No Holiday,Yes
2052,09/03/2018,66,4,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2053,27/04/2018,1278,22,14.7,63,1.4,554,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2054,23/10/2018,547,1,11.1,62,0.2,666,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2055,05/04/2018,87,4,8.8,65,2.5,2000,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2056,28/08/2018,670,10,25.4,75,0.7,1995,20.6,0.96,0.0,0.0,Summer,No Holiday,Yes
2057,06/05/2018,1290,22,16.4,80,1.2,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2058,27/05/2018,234,6,17.3,62,1.4,1293,9.9,0.03,0.0,0.0,Spring,No Holiday,Yes
2059,05/06/2018,1111,12,28.2,35,1.2,1411,11.2,3.23,0.0,0.0,Summer,No Holiday,Yes
2060,06/11/2018,0,12,14.5,57,0.8,373,6.0,1.08,0.0,0.0,Autumn,No Holiday,No
2061,21/03/2018,605,7,1.4,43,1.5,2000,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2062,30/10/2018,1147,21,7.6,55,2.0,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2063,23/06/2018,1445,14,28.0,46,3.6,1401,15.2,2.88,0.0,0.0,Summer,No Holiday,Yes
2064,19/04/2018,2198,18,19.1,31,3.0,958,1.5,0.7,0.0,0.0,Spring,No Holiday,Yes
2065,23/02/2018,321,21,6.0,79,2.7,306,2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2066,14/05/2018,1106,9,15.1,74,0.6,437,10.4,0.76,0.0,0.0,Spring,No Holiday,Yes
2067,22/08/2018,1556,22,32.1,47,2.0,2000,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2068,02/09/2018,1853,16,29.3,44,1.4,1997,15.7,1.32,0.0,0.0,Autumn,No Holiday,Yes
2069,04/05/2018,1501,16,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,Spring,No Holiday,Yes
2070,26/08/2018,381,7,20.7,85,0.5,1052,18.0,0.11,0.0,0.0,Summer,No Holiday,Yes
2071,15/09/2018,934,9,22.7,72,1.2,2000,17.3,0.59,0.0,0.0,Autumn,No Holiday,Yes
2072,06/02/2018,213,7,-12.7,41,3.7,1982,-23.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2073,21/02/2018,365,14,3.3,14,2.9,1985,-21.7,2.49,0.0,0.0,Winter,No Holiday,Yes
2074,22/01/2018,221,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,Winter,No Holiday,Yes
2075,17/12/2017,216,12,-4.9,25,2.6,1966,-21.9,1.08,0.0,0.0,Winter,No Holiday,Yes
2076,20/10/2018,427,7,7.0,82,0.5,867,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2077,19/04/2018,1489,19,17.4,34,2.2,779,1.3,0.16,0.0,0.0,Spring,No Holiday,Yes
2078,15/04/2018,1105,12,12.5,53,3.4,1324,3.1,2.52,0.0,0.0,Spring,No Holiday,Yes
2079,09/09/2018,941,23,21.2,56,2.5,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2080,23/01/2018,248,19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,Winter,No Holiday,Yes
2081,16/11/2018,995,20,7.6,76,3.9,603,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2082,22/06/2018,2283,8,21.9,58,1.2,771,13.2,1.29,0.0,0.0,Summer,No Holiday,Yes
2083,13/09/2018,2329,8,20.9,68,1.3,2000,14.7,0.18,0.0,0.0,Autumn,No Holiday,Yes
2084,20/01/2018,356,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,Winter,No Holiday,Yes
2085,17/10/2018,1088,12,16.2,29,2.5,1935,-1.8,2.45,0.0,0.0,Autumn,No Holiday,Yes
2086,11/02/2018,81,8,-9.4,29,1.9,1967,-24.1,0.03,0.0,0.0,Winter,No Holiday,Yes
2087,15/09/2018,1273,16,24.4,74,0.6,1996,19.4,0.13,0.0,0.0,Autumn,No Holiday,Yes
2088,30/07/2018,866,9,30.5,53,1.6,2000,19.8,1.74,0.0,0.0,Summer,No Holiday,Yes
2089,23/06/2018,375,4,21.6,47,0.4,1985,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2090,19/11/2018,745,11,,51,0.5,781,0.1,1.42,0.0,0.0,Autumn,No Holiday,Yes
2091,21/03/2018,70,4,1.3,39,2.3,2000,-11.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2092,25/11/2018,430,10,4.0,76,1.3,404,0.1,0.93,0.0,2.4,Autumn,No Holiday,Yes
2093,23/11/2018,582,10,1.3,27,0.9,1856,-15.6,1.13,0.0,0.0,Autumn,No Holiday,Yes
2094,16/04/2018,1145,15,18.4,25,2.0,1809,-2.0,2.8,0.0,0.0,Spring,No Holiday,Yes
2095,12/09/2018,1251,15,27.7,41,1.6,1969,13.2,1.98,0.0,0.0,Autumn,No Holiday,Yes
2096,17/04/2018,822,11,16.9,27,1.5,1354,-2.2,2.66,0.0,0.0,Spring,No Holiday,Yes
2097,04/10/2018,0,12,23.2,38,1.7,1990,8.0,2.44,0.0,0.0,Autumn,No Holiday,No
2098,18/04/2018,1918,18,16.6,33,3.4,1182,0.2,0.86,0.0,0.0,Spring,No Holiday,Yes
2099,23/05/2018,3123,18,21.7,40,3.5,1987,7.4,1.18,0.0,0.0,Spring,No Holiday,Yes
2100,27/02/2018,72,5,0.6,50,0.1,1026,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2101,11/04/2018,0,4,10.2,83,3.5,554,7.4,0.0,0.0,0.0,Spring,No Holiday,No
2102,19/11/2018,910,22,5.3,39,2.3,1512,-7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2103,15/08/2018,310,4,28.8,73,0.5,1835,23.4,0.0,0.0,0.0,Summer,Holiday,Yes
2104,08/07/2018,1717,22,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2105,20/07/2018,741,14,33.4,52,2.7,685,22.1,2.67,0.0,0.0,Summer,No Holiday,Yes
2106,16/04/2018,700,10,12.4,34,1.2,1943,-3.0,2.24,0.0,0.0,Spring,No Holiday,Yes
2107,11/03/2018,419,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2108,06/07/2018,1075,0,23.5,65,1.9,2000,16.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2109,30/09/2018,0,10,,62,1.3,1679,13.1,1.41,0.0,0.0,Autumn,No Holiday,No
2110,03/10/2018,2400,17,23.3,36,1.7,1960,7.3,0.95,0.0,0.0,Autumn,Holiday,Yes
2111,30/06/2018,1275,0,23.0,84,1.9,375,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2112,08/02/2018,564,18,-0.5,26,1.7,1999,-17.7,0.15,0.0,0.0,Winter,No Holiday,Yes
2113,10/10/2018,1220,7,12.3,84,3.2,1220,9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2114,09/06/2018,1247,0,19.7,83,1.5,390,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2115,29/03/2018,170,3,12.7,80,0.4,384,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2116,07/03/2018,232,6,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2117,01/10/2018,680,0,14.1,55,2.6,2000,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2118,26/05/2018,572,2,15.8,66,0.6,1204,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2119,23/05/2018,2001,20,16.7,61,1.9,2000,9.1,0.05,0.0,0.0,Spring,No Holiday,Yes
2120,27/04/2018,1446,16,23.2,33,2.4,869,6.0,2.12,0.0,0.0,Spring,No Holiday,Yes
2121,02/09/2018,2069,17,28.8,47,2.0,1998,16.3,1.0,0.0,0.0,Autumn,No Holiday,Yes
2122,22/04/2018,46,17,17.9,65,1.2,965,11.2,0.13,1.0,0.0,Spring,No Holiday,Yes
2123,22/01/2018,316,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2124,27/11/2018,408,1,4.5,82,0.4,350,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2125,12/04/2018,686,10,13.8,39,2.3,1659,0.0,2.09,0.0,0.0,Spring,No Holiday,Yes
2126,23/10/2018,876,23,11.2,78,0.5,802,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2127,31/08/2018,1329,23,23.8,81,0.6,1893,20.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2128,27/12/2017,228,15,-3.1,16,2.2,2000,-25.4,0.9,0.0,0.0,Winter,No Holiday,Yes
2129,06/05/2018,181,1,18.2,71,1.6,1328,12.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2130,06/06/2018,1152,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,Holiday,Yes
2131,17/07/2018,2770,18,,55,2.5,1550,21.1,1.2,0.0,0.0,Summer,No Holiday,Yes
2132,28/05/2018,2252,20,23.0,49,2.4,1905,11.7,0.07,0.0,0.0,Spring,No Holiday,Yes
2133,17/07/2018,1955,8,25.8,69,0.8,969,19.6,1.06,0.0,0.0,Summer,No Holiday,Yes
2134,11/11/2018,690,22,7.0,60,0.0,1948,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2135,26/06/2018,275,21,23.5,94,4.6,227,22.4,0.0,1.5,0.0,Summer,No Holiday,Yes
2136,30/09/2018,0,18,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,Autumn,No Holiday,No
2137,23/12/2017,282,0,5.8,75,1.9,788,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2138,16/07/2018,2241,21,28.0,64,1.5,2000,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes
2139,07/03/2018,289,0,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2140,10/06/2018,1985,14,24.1,51,1.1,2000,13.3,1.58,0.0,0.0,Summer,No Holiday,Yes
2141,19/04/2018,281,2,8.8,49,0.7,1272,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2142,12/06/2018,1092,11,22.9,54,2.6,1959,13.0,2.56,0.0,0.0,Summer,No Holiday,Yes
2143,14/08/2018,627,14,36.2,41,2.9,1814,20.8,2.68,0.0,0.0,Summer,No Holiday,Yes
2144,07/04/2018,368,23,3.1,39,3.1,2000,-9.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2145,28/09/2018,0,13,19.1,53,1.4,2000,9.2,0.76,0.0,0.0,Autumn,No Holiday,No
2146,25/05/2018,1106,13,25.6,26,2.7,1747,4.6,3.36,0.0,0.0,Spring,No Holiday,Yes
2147,19/09/2018,0,17,25.0,44,1.3,1883,11.8,0.36,0.0,0.0,Autumn,No Holiday,No
2148,29/08/2018,648,12,27.4,72,4.2,1989,21.8,0.54,0.0,0.0,Summer,No Holiday,Yes
2149,25/09/2018,542,9,15.3,49,1.0,2000,4.6,1.34,0.0,0.0,Autumn,Holiday,Yes
2150,06/11/2018,0,5,8.8,84,0.6,420,6.2,0.0,0.0,0.0,Autumn,No Holiday,No
2151,24/01/2018,32,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,Winter,No Holiday,Yes
2152,23/02/2018,421,19,6.9,73,3.7,369,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2153,24/11/2018,167,12,2.5,84,1.9,1538,0.0,0.4,1.8,7.0,Autumn,No Holiday,Yes
2154,28/09/2018,0,4,14.7,62,1.5,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,No
2155,11/06/2018,1107,11,23.2,52,1.4,2000,12.7,1.53,0.0,0.0,Summer,No Holiday,Yes
2156,25/07/2018,1767,22,28.8,76,2.8,1231,24.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2157,16/01/2018,296,13,5.8,47,0.8,382,-4.6,0.53,0.0,0.0,Winter,No Holiday,Yes
2158,18/09/2018,0,4,18.3,78,0.4,1906,14.3,0.0,0.0,0.0,Autumn,No Holiday,No
2159,28/10/2018,544,11,9.4,86,1.2,1220,7.1,0.75,0.0,0.0,Autumn,No Holiday,Yes
2160,15/03/2018,533,20,10.5,97,1.8,372,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2161,27/09/2018,151,4,14.4,58,1.1,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2162,24/04/2018,1215,22,10.4,43,0.7,2000,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2163,11/02/2018,39,6,-8.4,33,1.4,1963,-21.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2164,18/09/2018,0,9,20.8,64,1.1,1205,13.7,1.13,0.0,0.0,Autumn,No Holiday,No
2165,26/12/2017,481,18,-4.7,23,3.4,2000,-22.7,0.01,0.0,0.0,Winter,No Holiday,Yes
2166,26/02/2018,786,8,-2.9,63,0.7,1386,-8.9,0.11,0.0,0.0,Winter,No Holiday,Yes
2167,21/07/2018,1588,22,29.4,55,1.4,2000,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes
2168,16/01/2018,381,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,Winter,No Holiday,Yes
2169,21/12/2017,166,0,-1.3,90,2.0,259,-2.7,0.0,0.0,2.2,Winter,No Holiday,Yes
2170,30/10/2018,1005,7,1.3,65,1.2,2000,-4.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2171,11/08/2018,263,5,26.9,69,0.7,2000,20.7,0.0,0.0,0.0,Summer,No Holiday,Yes
2172,20/08/2018,193,4,26.2,65,1.1,1542,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2173,08/08/2018,1180,23,29.1,77,0.4,1552,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2174,14/03/2018,82,4,14.0,70,1.5,1648,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2175,13/02/2018,294,7,-7.2,70,1.9,1946,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2176,04/02/2018,35,4,-11.2,47,2.3,2000,-20.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2177,03/01/2018,308,7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2178,19/04/2018,1534,17,20.1,27,1.9,1088,0.4,1.38,0.0,0.0,Spring,No Holiday,Yes
2179,25/03/2018,195,2,6.0,82,1.3,198,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2180,30/08/2018,1173,23,24.3,71,0.8,1549,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
2181,23/02/2018,36,4,1.1,96,2.5,241,0.5,0.0,0.0,3.9,Winter,No Holiday,Yes
2182,20/07/2018,1041,0,26.7,80,1.4,1465,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2183,09/07/2018,186,11,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,Summer,No Holiday,Yes
2184,05/02/2018,177,21,-9.8,41,3.9,1949,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2185,26/07/2018,628,13,32.4,54,0.7,896,21.8,1.41,0.0,0.0,Summer,No Holiday,Yes
2186,23/08/2018,584,13,31.0,53,1.9,2000,20.2,0.79,0.0,0.0,Summer,No Holiday,Yes
2187,13/08/2018,1851,21,30.4,66,1.6,2000,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes
2188,27/03/2018,1521,18,16.8,60,3.1,580,8.9,0.46,0.0,0.0,Spring,No Holiday,Yes
2189,13/11/2018,1163,21,8.5,42,1.1,2000,-3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
2190,07/04/2018,852,13,,22,4.5,1964,-12.9,2.98,0.0,0.0,Spring,No Holiday,Yes
2191,11/07/2018,581,10,26.3,91,0.6,749,24.7,0.63,0.5,0.0,Summer,No Holiday,Yes
2192,09/01/2018,364,19,-4.5,57,0.6,2000,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2193,16/11/2018,834,11,11.9,44,2.1,791,0.0,1.22,0.0,0.0,Autumn,No Holiday,Yes
2194,09/06/2018,1744,14,30.1,35,1.4,1583,12.9,2.53,0.0,0.0,Summer,No Holiday,Yes
2195,18/06/2018,1732,23,22.3,59,1.1,1892,13.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2196,06/04/2018,9,4,6.8,97,2.2,453,6.3,0.0,2.0,0.0,Spring,No Holiday,Yes
2197,26/05/2018,837,1,16.2,63,0.7,1328,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2198,26/06/2018,11,11,20.4,97,1.4,129,19.9,0.09,16.0,0.0,Summer,No Holiday,Yes
2199,26/06/2018,37,6,22.5,83,0.8,537,19.4,0.0,0.4,0.0,Summer,No Holiday,Yes
2200,03/08/2018,585,12,36.8,41,2.1,1759,21.3,2.53,0.0,0.0,Summer,No Holiday,Yes
2201,14/02/2018,241,10,5.2,65,3.9,1313,-0.8,0.56,0.0,0.0,Winter,No Holiday,Yes
2202,07/06/2018,3221,18,25.6,57,2.7,1217,16.4,0.96,0.0,0.0,Summer,No Holiday,Yes
2203,09/05/2018,954,10,16.1,43,1.4,1985,3.5,2.41,0.0,0.0,Spring,No Holiday,Yes
2204,10/04/2018,1080,16,20.9,34,5.8,2000,4.4,1.37,0.0,0.0,Spring,No Holiday,Yes
2205,30/08/2018,716,11,26.2,82,2.6,834,22.8,0.59,0.0,0.0,Summer,No Holiday,Yes
2206,26/02/2018,521,15,10.3,23,2.1,1317,-9.9,2.09,0.0,0.0,Winter,No Holiday,Yes
2207,25/02/2018,158,8,-1.3,54,0.6,1597,-9.4,0.06,0.0,0.0,Winter,No Holiday,Yes
2208,09/08/2018,733,1,28.8,75,2.1,1975,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes
2209,14/06/2018,1047,0,21.1,69,0.5,1086,15.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2210,18/08/2018,316,4,22.6,55,1.4,2000,13.0,0.0,0.0,0.0,Summer,No Holiday,Yes
2211,19/12/2017,178,14,,23,3.7,1971,-20.5,1.09,0.0,2.2,Winter,No Holiday,Yes
2212,02/02/2018,241,20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2213,02/06/2018,1334,13,29.6,24,2.4,1873,6.8,3.42,0.0,0.0,Summer,No Holiday,Yes
2214,07/04/2018,453,10,4.3,31,4.9,1661,-11.3,1.77,0.0,0.0,Spring,No Holiday,Yes
2215,18/02/2018,137,9,-4.1,30,0.5,2000,-19.1,0.28,0.0,0.0,Winter,No Holiday,Yes
2216,03/10/2018,966,9,14.4,61,0.7,1340,6.9,1.21,0.0,0.0,Autumn,Holiday,Yes
2217,23/09/2018,1031,13,22.7,44,1.4,1913,9.8,1.77,0.0,0.0,Autumn,Holiday,Yes
2218,20/05/2018,341,7,12.3,43,0.6,2000,0.0,0.3,0.0,0.0,Spring,No Holiday,Yes
2219,13/11/2018,487,1,5.6,68,0.5,1576,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2220,21/06/2018,2811,19,26.9,42,2.4,2000,12.8,0.62,0.0,0.0,Summer,No Holiday,Yes
2221,09/06/2018,1583,13,28.8,42,2.0,1438,14.6,2.38,0.0,0.0,Summer,No Holiday,Yes
2222,29/10/2018,1069,16,11.3,41,3.6,2000,-1.4,0.94,0.0,0.0,Autumn,No Holiday,Yes
2223,06/10/2018,1601,16,21.5,62,3.4,2000,13.9,1.26,0.0,0.0,Autumn,No Holiday,Yes
2224,15/08/2018,563,12,36.5,41,1.1,1807,21.1,2.73,0.0,0.0,Summer,Holiday,Yes
2225,16/06/2018,2451,18,28.0,46,2.3,1833,15.2,1.23,0.0,0.0,Summer,No Holiday,Yes
2226,20/10/2018,1813,16,,20,2.0,1976,-2.9,1.35,0.0,0.0,Autumn,No Holiday,Yes
2227,06/03/2018,997,8,-0.7,76,1.0,1461,-4.4,0.2,0.0,0.0,Spring,No Holiday,Yes
2228,19/06/2018,317,5,19.4,77,0.8,831,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes
2229,25/10/2018,161,4,8.5,83,1.2,1577,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
2230,04/07/2018,372,3,24.9,83,0.2,1857,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes
2231,08/07/2018,1237,12,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,Summer,No Holiday,Yes
2232,11/07/2018,2048,20,27.7,76,1.8,1727,23.0,0.04,0.0,0.0,Summer,No Holiday,Yes
2233,27/07/2018,507,14,34.1,57,1.8,667,24.3,1.13,0.0,0.0,Summer,No Holiday,Yes
2234,20/12/2017,329,18,-1.4,79,1.6,702,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes
2235,20/12/2017,162,10,-5.4,56,1.1,1751,-12.8,0.28,0.0,2.0,Winter,No Holiday,Yes
2236,29/08/2018,862,7,25.0,85,3.0,2000,22.2,0.02,0.0,0.0,Summer,No Holiday,Yes
2237,03/06/2018,2131,17,29.5,29,4.1,1944,9.5,1.84,0.0,0.0,Summer,No Holiday,Yes
2238,13/02/2018,252,11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,Winter,No Holiday,Yes
2239,17/07/2018,497,2,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes
2240,28/03/2018,907,22,13.6,73,2.0,644,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2241,08/01/2018,149,22,0.1,68,4.6,740,-5.1,0.0,0.0,1.0,Winter,No Holiday,Yes
2242,13/03/2018,982,21,13.7,79,2.0,1035,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2243,13/10/2018,209,6,6.6,80,1.0,1424,3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2244,01/11/2018,806,23,7.8,63,0.4,1547,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2245,29/12/2017,292,20,1.7,73,0.5,332,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2246,10/09/2018,188,4,19.4,61,1.6,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2247,12/06/2018,3404,18,24.9,53,3.6,2000,14.6,1.28,0.0,0.0,Summer,No Holiday,Yes
2248,24/12/2017,28,14,3.3,90,2.5,561,1.8,0.19,0.0,0.0,Winter,Holiday,Yes
2249,23/10/2018,735,10,13.8,65,1.1,475,7.3,1.06,0.0,0.0,Autumn,No Holiday,Yes
2250,19/10/2018,262,3,8.5,74,1.3,2000,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2251,03/02/2018,135,19,-7.6,32,4.8,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2252,07/08/2018,698,15,34.3,49,1.0,1633,22.0,1.62,0.0,0.0,Summer,No Holiday,Yes
2253,29/07/2018,1697,20,32.3,48,1.4,2000,19.8,0.08,0.0,0.0,Summer,No Holiday,Yes
